"dB"      "codedlen"      "PLR" using |A|=1000
2.5    1500  1
2.5    1600  1
2.5    1700  1
2.5    1800  1
2.5    1900  1
2.5    2000  1
2.5    2100  0.999667
2.5    2200  0.999333
2.5    2300  0.990667
2.5    2400  0.960333
2.5    2500  0.896667
2.5    2600  0.814333
2.5    2700  0.694667
2.5    2800  0.575667
2.5    2900  0.463
2.5    3000  0.342333
2.5    3100  0.263667
2.5    3200  0.210333
2.5    3300  0.165667
2.5    3400  0.133333
2.5    3500  0.101
2.5    3600  0.0813333
2.5    3700  0.065
2.5    3800  0.048
2.5    3900  0.0333333
2.5    4000  0.0316667
2.5    4100  0.023
2.5    4200  0.0193333
2.5    4300  0.0143333
2.5    4400  0.00966667
2.5    4500  0.00766667
2.5    4600  0.007
2.5    4700  0.004
2.5    4800  0.005
2.5    4900  0.00233333
2.5    5000  0.00266667
2.5    5100  0.00166667
2.5    5200  0.00233333
2.5    5300  0.00133333
2.5    5400  0.000333333
2.5    5500  0.000666667
2.5    5600  0
2.5    5700  0
2.5    5800  0.000333333
2.5    5900  0.000333333
2.5    6000  0.000333333
2.5    6100  0
2.5    6200  0
2.5    6300  0
2.5    6400  0
2.5    6500  0.000333333
2.5    6600  0
2.5    6700  0
2.5    6800  0
2.5    6900  0
2.5    7000  0
2.5    7100  0
2.5    7200  0
2.5    7300  0
2.5    7400  0
2.5    7500  0
2.5    7600  0
2.5    7700  0
2.5    7800  0
2.5    7900  0
2.5    8000  0
2.5    8100  0
2.5    8200  0
2.5    8300  0
2.5    8400  0
2.5    8500  0
2.5    8600  0
2.5    8700  0
2.5    8800  0
2.5    8900  0
2.5    9000  0
2.5    9100  0
2.5    9200  0
2.5    9300  0
2.5    9400  0
2.5    9500  0
2.5    9600  0
2.5    9700  0
2.5    9800  0
3    1000  1
2.5    9900  0
3    1100  1
3    1200  1
3    1300  1
3    1400  1
3    1500  1
3    1600  1
3    1700  1
3    1800  1
3    1900  1
3    2000  1
3    2100  0.996
3    2200  0.980333
3    2300  0.932333
3    2400  0.845667
3    2500  0.724333
3    2600  0.611
3    2700  0.473
3    2800  0.361667
3    2900  0.263667
3    3000  0.191333
3    3100  0.137667
3    3200  0.105333
3    3300  0.08
3    3400  0.0666667
3    3500  0.0426667
3    3600  0.0286667
3    3700  0.0286667
3    3800  0.0176667
3    3900  0.013
3    4000  0.0116667
3    4100  0.0106667
3    4200  0.00833333
3    4300  0.005
3    4400  0.004
3    4500  0.001
3    4600  0.00133333
3    4700  0.000666667
3    4800  0.001
3    4900  0.000666667
3    5000  0.001
3    5100  0.000333333
3    5200  0.000666667
3    5300  0.000666667
3    5400  0.000333333
3    5500  0
3    5600  0
3    5700  0
3    5800  0
3    5900  0
3    6000  0
3    6100  0
3    6200  0
3    6300  0
3    6400  0
3    6500  0
3    6600  0
3    6700  0
3    6800  0
3    6900  0
3    7000  0
3    7100  0
3    7200  0
3    7300  0
3    7400  0
3    7500  0
3    7600  0
3    7700  0
3    7800  0
3    7900  0
3    8000  0
3    8100  0
3    8200  0
3    8300  0
3    8400  0
3    8500  0
3    8600  0
3    8700  0
3    8800  0
3    8900  0
3    9000  0
3    9100  0
3    9200  0
3    9300  0
3    9400  0
3    9500  0
3    9600  0
3    9700  0
3    9800  0
3    9900  0
3.5    1000  1
3.5    1100  1
3.5    1200  1
3.5    1300  1
3.5    1400  1
3.5    1500  1
3.5    1600  1
3.5    1700  1
3.5    1800  1
3.5    1900  0.998333
3.5    2000  0.992
3.5    2100  0.963333
3.5    2200  0.901
3.5    2300  0.803333
3.5    2400  0.658
3.5    2500  0.513333
3.5    2600  0.389
3.5    2700  0.286667
3.5    2800  0.189333
3.5    2900  0.134333
3.5    3000  0.0913333
3.5    3100  0.0613333
3.5    3200  0.0446667
3.5    3300  0.039
3.5    3400  0.0333333
3.5    3500  0.0196667
3.5    3600  0.0126667
3.5    3700  0.0126667
3.5    3800  0.00766667
3.5    3900  0.00333333
3.5    4000  0.00466667
3.5    4100  0.00366667
3.5    4200  0.00633333
3.5    4300  0.00233333
3.5    4400  0.002
3.5    4500  0.00166667
3.5    4600  0.000666667
3.5    4700  0.000333333
3.5    4800  0.000333333
3.5    4900  0.000333333
3.5    5000  0.000333333
3.5    5100  0
3.5    5200  0
3.5    5300  0
3.5    5400  0
3.5    5500  0.000333333
3.5    5600  0
3.5    5700  0
3.5    5800  0
3.5    5900  0
3.5    6000  0
3.5    6100  0
3.5    6200  0
3.5    6300  0
3.5    6400  0
3.5    6500  0
3.5    6600  0
3.5    6700  0
3.5    6800  0
3.5    6900  0
3.5    7000  0
3.5    7100  0
3.5    7200  0
3.5    7300  0
3.5    7400  0
3.5    7500  0
3.5    7600  0
3.5    7700  0
3.5    7800  0
3.5    7900  0
3.5    8000  0
3.5    8100  0
3.5    8200  0
3.5    8300  0
3.5    8400  0
3.5    8500  0
3.5    8600  0
3.5    8700  0
3.5    8800  0
3.5    8900  0
3.5    9000  0
3.5    9100  0
3.5    9200  0
3.5    9300  0
3.5    9400  0
3.5    9500  0
3.5    9600  0
3.5    9700  0
3.5    9800  0
3.5    9900  0
4    1000  1
4    1100  1
4    1200  1
4    1300  1
4    1400  1
4    1500  1
4    1600  1
4    1700  1
4    1800  0.998667
4    1900  0.991333
4    2000  0.947
4    2100  0.862667
4    2200  0.745
4    2300  0.605333
4    2400  0.443333
4    2500  0.302
4    2600  0.217
4    2700  0.149667
4    2800  0.102
4    2900  0.0553333
4    3000  0.0443333
4    3100  0.03
4    3200  0.0236667
4    3300  0.0196667
4    3400  0.00966667
4    3500  0.00633333
4    3600  0.005
4    3700  0.00566667
4    3800  0.00266667
4    3900  0.00233333
4    4000  0.002
4    4100  0.00133333
4    4200  0.00133333
4    4300  0.002
4    4400  0.00133333
4    4500  0.000333333
4    4600  0.000333333
4    4700  0.000666667
4    4800  0.000333333
4    4900  0.000333333
4    5000  0
4    5100  0
4    5200  0
4    5300  0
4    5400  0
4    5500  0
4    5600  0
4    5700  0
4    5800  0
4    5900  0
4    6000  0
4    6100  0
4    6200  0
4    6300  0
4    6400  0
4    6500  0
4    6600  0
4    6700  0
4    6800  0
4    6900  0
4    7000  0
4    7100  0
4    7200  0
4    7300  0
4    7400  0
4    7500  0
4    7600  0
4    7700  0
4    7800  0
4    7900  0
4    8000  0
4    8100  0
4    8200  0
4    8300  0
4    8400  0
4    8500  0
4    8600  0
4    8700  0
4    8800  0
4    8900  0
4    9000  0
4    9100  0
4    9200  0
4    9300  0
4    9400  0
4    9500  0
4    9600  0
4    9700  0
4    9800  0
4    9900  0
4.5    1000  1
4.5    1100  1
4.5    1200  1
4.5    1300  1
4.5    1400  1
4.5    1500  1
4.5    1600  1
4.5    1700  0.999667
4.5    1800  0.99
4.5    1900  0.943333
4.5    2000  0.826333
4.5    2100  0.695
4.5    2200  0.522667
4.5    2300  0.386
4.5    2400  0.267
4.5    2500  0.172667
4.5    2600  0.131667
4.5    2700  0.0756667
4.5    2800  0.042
4.5    2900  0.0373333
4.5    3000  0.0186667
4.5    3100  0.0123333
4.5    3200  0.009
4.5    3300  0.006
4.5    3400  0.00466667
4.5    3500  0.004
4.5    3600  0.00266667
4.5    3700  0.00133333
4.5    3800  0.00133333
4.5    3900  0.00166667
4.5    4000  0
4.5    4100  0.001
4.5    4200  0
4.5    4300  0.000666667
4.5    4400  0
4.5    4500  0
4.5    4600  0
4.5    4700  0
4.5    4800  0
4.5    4900  0
4.5    5000  0
4.5    5100  0
4.5    5200  0
4.5    5300  0
4.5    5400  0
4.5    5500  0
4.5    5600  0
4.5    5700  0
4.5    5800  0
4.5    5900  0
4.5    6000  0
4.5    6100  0
4.5    6200  0
4.5    6300  0
4.5    6400  0
4.5    6500  0
4.5    6600  0
4.5    6700  0
4.5    6800  0
4.5    6900  0
4.5    7000  0
4.5    7100  0
4.5    7200  0
4.5    7300  0
4.5    7400  0
4.5    7500  0
4.5    7600  0
4.5    7700  0
4.5    7800  0
4.5    7900  0
4.5    8000  0
4.5    8100  0
4.5    8200  0
4.5    8300  0
4.5    8400  0
4.5    8500  0
4.5    8600  0
4.5    8700  0
4.5    8800  0
4.5    8900  0
4.5    9000  0
4.5    9100  0
4.5    9200  0
4.5    9300  0
4.5    9400  0
4.5    9500  0
4.5    9600  0
4.5    9700  0
4.5    9800  0
4.5    9900  0
5    1000  1
5    1100  1
5    1200  1
5    1300  1
5    1400  1
5    1500  1
5    1600  1
5    1700  0.996333
5    1800  0.946
5    1900  0.799333
5    2000  0.641333
5    2100  0.477333
5    2200  0.344667
5    2300  0.233667
5    2400  0.154333
5    2500  0.091
5    2600  0.0616667
5    2700  0.0326667
5    2800  0.026
5    2900  0.014
5    3000  0.007
5    3100  0.00433333
5    3200  0.003
5    3300  0.00166667
5    3400  0.00233333
5    3500  0.00133333
5    3600  0.000333333
5    3700  0.000666667
5    3800  0
5    3900  0
5    4000  0
5    4100  0
5    4200  0
5    4300  0.000333333
5    4400  0
5    4500  0
5    4600  0
5    4700  0
5    4800  0
5    4900  0
5    5000  0
5    5100  0
5    5200  0
5    5300  0
5    5400  0
5    5500  0
5    5600  0
5    5700  0
5    5800  0
5    5900  0
5    6000  0
5    6100  0
5    6200  0
5    6300  0
5    6400  0
5    6500  0
5    6600  0
5    6700  0
5    6800  0
5    6900  0
5    7000  0
5    7100  0
5    7200  0
5    7300  0
5    7400  0
5    7500  0
5    7600  0
5    7700  0
5    7800  0
5    7900  0
5    8000  0
5    8100  0
5    8200  0
5    8300  0
5    8400  0
5    8500  0
5    8600  0
5    8700  0
5    8800  0
5    8900  0
5    9000  0
5    9100  0
5    9200  0
5    9300  0
5    9400  0
5    9500  0
5    9600  0
5    9700  0
5    9800  0
5    9900  0
5.5    1000  1
5.5    1100  1
5.5    1200  1
5.5    1300  1
5.5    1400  1
5.5    1500  1
5.5    1600  0.998667
5.5    1700  0.964333
5.5    1800  0.838
5.5    1900  0.615667
5.5    2000  0.433667
5.5    2100  0.295333
5.5    2200  0.191
5.5    2300  0.132
5.5    2400  0.0736667
5.5    2500  0.0416667
5.5    2600  0.03
5.5    2700  0.021
5.5    2800  0.00733333
5.5    2900  0.00566667
5.5    3000  0.00333333
5.5    3100  0.001
5.5    3200  0.002
5.5    3300  0.00166667
5.5    3400  0.00133333
5.5    3500  0.000333333
5.5    3600  0
5.5    3700  0
5.5    3800  0
5.5    3900  0
5.5    4000  0
5.5    4100  0
5.5    4200  0
5.5    4300  0
5.5    4400  0
5.5    4500  0
5.5    4600  0.000333333
5.5    4700  0
5.5    4800  0
5.5    4900  0
5.5    5000  0
5.5    5100  0.000333333
5.5    5200  0
5.5    5300  0
5.5    5400  0
5.5    5500  0
5.5    5600  0
5.5    5700  0
5.5    5800  0
5.5    5900  0
5.5    6000  0
5.5    6100  0
5.5    6200  0
5.5    6300  0
5.5    6400  0
5.5    6500  0
5.5    6600  0
5.5    6700  0
5.5    6800  0
5.5    6900  0
5.5    7000  0
5.5    7100  0
5.5    7200  0
5.5    7300  0
5.5    7400  0
5.5    7500  0
5.5    7600  0
5.5    7700  0
5.5    7800  0
5.5    7900  0
5.5    8000  0
5.5    8100  0
5.5    8200  0
5.5    8300  0
5.5    8400  0
5.5    8500  0
5.5    8600  0
5.5    8700  0
5.5    8800  0
5.5    8900  0
5.5    9000  0
5.5    9100  0
5.5    9200  0
5.5    9300  0
5.5    9400  0
5.5    9500  0
5.5    9600  0
5.5    9700  0
5.5    9800  0
5.5    9900  0
6    1000  1
6    1100  1
6    1200  1
6    1300  1
6    1400  1
6    1500  0.998667
6    1600  0.980333
6    1700  0.867667
6    1800  0.647
6    1900  0.396667
6    2000  0.274
6    2100  0.178333
6    2200  0.109667
6    2300  0.0623333
6    2400  0.0416667
6    2500  0.0213333
6    2600  0.01
6    2700  0.00666667
6    2800  0.00766667
6    2900  0.002
6    3000  0.00233333
6    3100  0.001
6    3200  0.001
6    3300  0.000333333
6    3400  0
6    3500  0.000333333
6    3600  0
6    3700  0.000333333
6    3800  0
6    3900  0
6    4000  0
6    4100  0
6    4200  0
6    4300  0
6    4400  0
6    4500  0
6    4600  0
6    4700  0
6    4800  0
6    4900  0
6    5000  0
6    5100  0
6    5200  0
6    5300  0
6    5400  0
6    5500  0
6    5600  0
6    5700  0
6    5800  0
6    5900  0
6    6000  0
6    6100  0
6    6200  0
6    6300  0
6    6400  0
6    6500  0
6    6600  0
6    6700  0
6    6800  0
6    6900  0
6    7000  0
6    7100  0
6    7200  0
6    7300  0
6    7400  0
6    7500  0
6    7600  0
6    7700  0
6    7800  0
6    7900  0
6    8000  0
6    8100  0
6    8200  0
6    8300  0
6    8400  0
6    8500  0
6    8600  0
6    8700  0
6    8800  0
6    8900  0
6    9000  0
6    9100  0
6    9200  0
6    9300  0
6    9400  0
6    9500  0
6    9600  0
6    9700  0
6    9800  0
6    9900  0
6.5    1000  1
6.5    1100  1
6.5    1200  1
6.5    1300  1
6.5    1400  0.999667
6.5    1500  0.990667
6.5    1600  0.920333
6.5    1700  0.734333
6.5    1800  0.451
6.5    1900  0.252667
6.5    2000  0.170333
6.5    2100  0.0926667
6.5    2200  0.055
6.5    2300  0.0373333
6.5    2400  0.0166667
6.5    2500  0.0116667
6.5    2600  0.00466667
6.5    2700  0.00366667
6.5    2800  0.002
6.5    2900  0.00133333
6.5    3000  0.000333333
6.5    3100  0
6.5    3200  0.000333333
6.5    3300  0.000333333
6.5    3400  0
6.5    3500  0
6.5    3600  0
6.5    3700  0
6.5    3800  0
6.5    3900  0
6.5    4000  0
6.5    4100  0
6.5    4200  0
6.5    4300  0
6.5    4400  0
6.5    4500  0
6.5    4600  0
6.5    4700  0
6.5    4800  0
6.5    4900  0
6.5    5000  0
6.5    5100  0
6.5    5200  0
6.5    5300  0
6.5    5400  0
6.5    5500  0
6.5    5600  0
6.5    5700  0
6.5    5800  0
6.5    5900  0
6.5    6000  0
6.5    6100  0
6.5    6200  0
6.5    6300  0
6.5    6400  0
6.5    6500  0
6.5    6600  0
6.5    6700  0
6.5    6800  0
6.5    6900  0
6.5    7000  0
6.5    7100  0
6.5    7200  0
6.5    7300  0
6.5    7400  0
6.5    7500  0
6.5    7600  0
6.5    7700  0
6.5    7800  0
6.5    7900  0
6.5    8000  0
6.5    8100  0
6.5    8200  0
6.5    8300  0
6.5    8400  0
6.5    8500  0
6.5    8600  0
6.5    8700  0
6.5    8800  0
6.5    8900  0
6.5    9000  0
6.5    9100  0
6.5    9200  0
6.5    9300  0
6.5    9400  0
6.5    9500  0
6.5    9600  0
6.5    9700  0
6.5    9800  0
6.5    9900  0
7    1000  1
7    1100  1
7    1200  1
7    1300  1
7    1400  0.998
7    1500  0.950333
7    1600  0.784667
7    1700  0.541667
7    1800  0.296333
7    1900  0.149667
7    2000  0.0896667
7    2100  0.05
7    2200  0.0326667
7    2300  0.0223333
7    2400  0.00866667
7    2500  0.004
7    2600  0.00333333
7    2700  0.000333333
7    2800  0.000666667
7    2900  0.000333333
7    3000  0.000333333
7    3100  0
7    3200  0
7    3300  0
7    3400  0
7    3500  0
7    3600  0
7    3700  0
7    3800  0
7    3900  0
7    4000  0
7    4100  0
7    4200  0
7    4300  0
7    4400  0
7    4500  0
7    4600  0
7    4700  0
7    4800  0
7    4900  0
7    5000  0
7    5100  0
7    5200  0
7    5300  0
7    5400  0
7    5500  0
7    5600  0
7    5700  0
7    5800  0
7    5900  0
7    6000  0
7    6100  0
7    6200  0
7    6300  0
7    6400  0
7    6500  0
7    6600  0
7    6700  0
7    6800  0
7    6900  0
7    7000  0
7    7100  0
7    7200  0
7    7300  0
7    7400  0
7    7500  0
7    7600  0
7    7700  0
7    7800  0
7    7900  0
7    8000  0
7    8100  0
7    8200  0
7    8300  0
7    8400  0
7    8500  0
7    8600  0
7    8700  0
7    8800  0
7    8900  0
7    9000  0
7    9100  0
7    9200  0
7    9300  0
7    9400  0
7    9500  0
7    9600  0
7    9700  0
7    9800  0
7.5    1000  1
7    9900  0
7.5    1100  1
7.5    1200  1
7.5    1300  1
7.5    1400  0.982333
7.5    1500  0.856
7.5    1600  0.642333
7.5    1700  0.381
7.5    1800  0.177
7.5    1900  0.0866667
7.5    2000  0.0453333
7.5    2100  0.026
7.5    2200  0.016
7.5    2300  0.00866667
7.5    2400  0.00666667
7.5    2500  0.003
7.5    2600  0.001
7.5    2700  0.000666667
7.5    2800  0.000333333
7.5    2900  0
7.5    3000  0
7.5    3100  0.000333333
7.5    3200  0.000333333
7.5    3300  0
7.5    3400  0
7.5    3500  0
7.5    3600  0
7.5    3700  0
7.5    3800  0
7.5    3900  0
7.5    4000  0
7.5    4100  0
7.5    4200  0
7.5    4300  0
7.5    4400  0
7.5    4500  0
7.5    4600  0
7.5    4700  0
7.5    4800  0
7.5    4900  0
7.5    5000  0
7.5    5100  0
7.5    5200  0
7.5    5300  0
7.5    5400  0
7.5    5500  0
7.5    5600  0
7.5    5700  0
7.5    5800  0
7.5    5900  0
7.5    6000  0
7.5    6100  0
7.5    6200  0
7.5    6300  0
7.5    6400  0
7.5    6500  0
7.5    6600  0
7.5    6700  0
7.5    6800  0
7.5    6900  0
7.5    7000  0
7.5    7100  0
7.5    7200  0
7.5    7300  0
7.5    7400  0
7.5    7500  0
7.5    7600  0
7.5    7700  0
7.5    7800  0
7.5    7900  0
7.5    8000  0
7.5    8100  0
7.5    8200  0
7.5    8300  0
7.5    8400  0
7.5    8500  0
7.5    8600  0
7.5    8700  0
7.5    8800  0
7.5    8900  0
7.5    9000  0
7.5    9100  0
7.5    9200  0
7.5    9300  0
7.5    9400  0
7.5    9500  0
7.5    9600  0
7.5    9700  0
7.5    9800  0
8    1000  1
7.5    9900  0
8    1100  1
8    1200  1
8    1300  0.999333
8    1400  0.925
8    1500  0.714
8    1600  0.458333
8    1700  0.254333
8    1800  0.114333
8    1900  0.041
8    2000  0.0233333
8    2100  0.015
8    2200  0.00733333
8    2300  0.00633333
8    2400  0.00233333
8    2500  0.001
8    2600  0.001
8    2700  0
8    2800  0
8    2900  0
8    3000  0
8    3100  0
8    3200  0
8    3300  0
8    3400  0
8    3500  0
8    3600  0
8    3700  0
8    3800  0
8    3900  0
8    4000  0
8    4100  0
8    4200  0
8    4300  0
8    4400  0
8    4500  0
8    4600  0
8    4700  0
8    4800  0
8    4900  0
8    5000  0
8    5100  0
8    5200  0
8    5300  0
8    5400  0
8    5500  0
8    5600  0
8    5700  0
8    5800  0
8    5900  0
8    6000  0
8    6100  0
8    6200  0
8    6300  0
8    6400  0
8    6500  0
8    6600  0
8    6700  0
8    6800  0
8    6900  0
8    7000  0
8    7100  0
8    7200  0
8    7300  0
8    7400  0
8    7500  0
8    7600  0
8    7700  0
8    7800  0
8    7900  0
8    8000  0
8    8100  0
8    8200  0
8    8300  0
8    8400  0
8    8500  0
8    8600  0
8    8700  0
8    8800  0
8    8900  0
8    9000  0
8    9100  0
8    9200  0
8    9300  0
8    9400  0
8    9500  0
8    9600  0
8    9700  0
8    9800  0
8    9900  0
8.5    1000  1
8.5    1100  1
8.5    1200  1
8.5    1300  0.990333
8.5    1400  0.817333
8.5    1500  0.558333
8.5    1600  0.330667
8.5    1700  0.171
8.5    1800  0.055
8.5    1900  0.026
8.5    2000  0.015
8.5    2100  0.00966667
8.5    2200  0.004
8.5    2300  0.003
8.5    2400  0.001
8.5    2500  0.000333333
8.5    2600  0.000666667
8.5    2700  0
8.5    2800  0.000333333
8.5    2900  0
8.5    3000  0
8.5    3100  0
8.5    3200  0
8.5    3300  0
8.5    3400  0
8.5    3500  0
8.5    3600  0
8.5    3700  0
8.5    3800  0
8.5    3900  0
8.5    4000  0
8.5    4100  0
8.5    4200  0
8.5    4300  0
8.5    4400  0
8.5    4500  0
8.5    4600  0
8.5    4700  0
8.5    4800  0
8.5    4900  0
8.5    5000  0
8.5    5100  0
8.5    5200  0
8.5    5300  0
8.5    5400  0
8.5    5500  0
8.5    5600  0
8.5    5700  0
8.5    5800  0
8.5    5900  0
8.5    6000  0
8.5    6100  0
8.5    6200  0
8.5    6300  0
8.5    6400  0
8.5    6500  0
8.5    6600  0
8.5    6700  0
8.5    6800  0
8.5    6900  0
8.5    7000  0
8.5    7100  0
8.5    7200  0
8.5    7300  0
8.5    7400  0
8.5    7500  0
8.5    7600  0
8.5    7700  0
8.5    7800  0
8.5    7900  0
8.5    8000  0
8.5    8100  0
8.5    8200  0
8.5    8300  0
8.5    8400  0
8.5    8500  0
8.5    8600  0
8.5    8700  0
8.5    8800  0
8.5    8900  0
8.5    9000  0
8.5    9100  0
8.5    9200  0
8.5    9300  0
8.5    9400  0
8.5    9500  0
8.5    9600  0
8.5    9700  0
8.5    9800  0
8.5    9900  0
9    1000  1
9    1100  1
9    1200  1
9    1300  0.955667
9    1400  0.654667
9    1500  0.411333
9    1600  0.206
9    1700  0.102667
9    1800  0.0346667
9    1900  0.0163333
9    2000  0.006
9    2100  0.00566667
9    2200  0.00166667
9    2300  0.001
9    2400  0
9    2500  0
9    2600  0
9    2700  0
9    2800  0
9    2900  0
9    3000  0
9    3100  0
9    3200  0
9    3300  0
9    3400  0
9    3500  0
9    3600  0
9    3700  0
9    3800  0
9    3900  0
9    4000  0
9    4100  0
9    4200  0
9    4300  0
9    4400  0
9    4500  0
9    4600  0
9    4700  0
9    4800  0
9    4900  0
9    5000  0
9    5100  0
9    5200  0
9    5300  0
9    5400  0
9    5500  0
9    5600  0
9    5700  0
9    5800  0
9    5900  0
9    6000  0
9    6100  0
9    6200  0
9    6300  0
9    6400  0
9    6500  0
9    6600  0
9    6700  0
9    6800  0
9    6900  0
9    7000  0
9    7100  0
9    7200  0
9    7300  0
9    7400  0
9    7500  0
9    7600  0
9    7700  0
9    7800  0
9    7900  0
9    8000  0
9    8100  0
9    8200  0
9    8300  0
9    8400  0
9    8500  0
9    8600  0
9    8700  0
9    8800  0
9    8900  0
9    9000  0
9    9100  0
9    9200  0
9    9300  0
9    9400  0
9    9500  0
9    9600  0
9    9700  0
9    9800  0
9    9900  0
9.5    1000  1
9.5    1100  1
9.5    1200  0.999333
9.5    1300  0.856333
9.5    1400  0.496333
9.5    1500  0.275667
9.5    1600  0.150333
9.5    1700  0.0746667
9.5    1800  0.016
9.5    1900  0.00566667
9.5    2000  0.00433333
9.5    2100  0.00233333
9.5    2200  0.00133333
9.5    2300  0.000666667
9.5    2400  0
9.5    2500  0
9.5    2600  0
9.5    2700  0
9.5    2800  0
9.5    2900  0
9.5    3000  0
9.5    3100  0
9.5    3200  0
9.5    3300  0
9.5    3400  0
9.5    3500  0
9.5    3600  0
9.5    3700  0
9.5    3800  0
9.5    3900  0
9.5    4000  0
9.5    4100  0
9.5    4200  0
9.5    4300  0
9.5    4400  0
9.5    4500  0
9.5    4600  0
9.5    4700  0
9.5    4800  0
9.5    4900  0
9.5    5000  0
9.5    5100  0
9.5    5200  0
9.5    5300  0
9.5    5400  0
9.5    5500  0
9.5    5600  0
9.5    5700  0
9.5    5800  0
9.5    5900  0
9.5    6000  0
9.5    6100  0
9.5    6200  0
9.5    6300  0
9.5    6400  0
9.5    6500  0
9.5    6600  0
9.5    6700  0
9.5    6800  0
9.5    6900  0
9.5    7000  0
9.5    7100  0
9.5    7200  0
9.5    7300  0
9.5    7400  0
9.5    7500  0
9.5    7600  0
9.5    7700  0
9.5    7800  0
9.5    7900  0
9.5    8000  0
9.5    8100  0
9.5    8200  0
9.5    8300  0
9.5    8400  0
9.5    8500  0
9.5    8600  0
9.5    8700  0
9.5    8800  0
9.5    8900  0
9.5    9000  0
9.5    9100  0
9.5    9200  0
9.5    9300  0
9.5    9400  0
9.5    9500  0
9.5    9600  0
9.5    9700  0
9.5    9800  0
9.5    9900  0
10    1000  1
10    1100  1
10    1200  0.994667
10    1300  0.727667
10    1400  0.360333
10    1500  0.191667
10    1600  0.0903333
10    1700  0.0493333
10    1800  0.0116667
10    1900  0.00266667
10    2000  0.00166667
10    2100  0.00133333
10    2200  0.000333333
10    2300  0.000666667
10    2400  0
10    2500  0.000333333
10    2600  0
10    2700  0
10    2800  0
10    2900  0
10    3000  0
10    3100  0
10    3200  0
10    3300  0
10    3400  0
10    3500  0
10    3600  0
10    3700  0
10    3800  0
10    3900  0
10    4000  0
10    4100  0
10    4200  0
10    4300  0
10    4400  0
10    4500  0
10    4600  0
10    4700  0
10    4800  0
10    4900  0
10    5000  0
10    5100  0
10    5200  0
10    5300  0
10    5400  0
10    5500  0
10    5600  0
10    5700  0
10    5800  0
10    5900  0
10    6000  0
10    6100  0
10    6200  0
10    6300  0
10    6400  0
10    6500  0
10    6600  0
10    6700  0
10    6800  0
10    6900  0
10    7000  0
10    7100  0
10    7200  0
10    7300  0
10    7400  0
10    7500  0
10    7600  0
10    7700  0
10    7800  0
10    7900  0
10    8000  0
10    8100  0
10    8200  0
10    8300  0
10    8400  0
10    8500  0
10    8600  0
10    8700  0
10    8800  0
10    8900  0
10    9000  0
10    9100  0
10    9200  0
10    9300  0
10    9400  0
10    9500  0
10    9600  0
10    9700  0
10    9800  0
10    9900  0
10.5    1000  1
10.5    1100  1
10.5    1200  0.961
10.5    1300  0.569
10.5    1400  0.239
10.5    1500  0.115333
10.5    1600  0.0706667
10.5    1700  0.028
10.5    1800  0.00433333
10.5    1900  0.002
10.5    2000  0.00166667
10.5    2100  0.000333333
10.5    2200  0.000666667
10.5    2300  0.000333333
10.5    2400  0
10.5    2500  0
10.5    2600  0
10.5    2700  0
10.5    2800  0
10.5    2900  0
10.5    3000  0
10.5    3100  0
10.5    3200  0
10.5    3300  0
10.5    3400  0
10.5    3500  0
10.5    3600  0
10.5    3700  0
10.5    3800  0
10.5    3900  0
10.5    4000  0
10.5    4100  0
10.5    4200  0
10.5    4300  0
10.5    4400  0
10.5    4500  0
10.5    4600  0
10.5    4700  0
10.5    4800  0
10.5    4900  0
10.5    5000  0
10.5    5100  0
10.5    5200  0
10.5    5300  0
10.5    5400  0
10.5    5500  0
10.5    5600  0
10.5    5700  0
10.5    5800  0
10.5    5900  0
10.5    6000  0
10.5    6100  0
10.5    6200  0
10.5    6300  0
10.5    6400  0
10.5    6500  0
10.5    6600  0
10.5    6700  0
10.5    6800  0
10.5    6900  0
10.5    7000  0
10.5    7100  0
10.5    7200  0
10.5    7300  0
10.5    7400  0
10.5    7500  0
10.5    7600  0
10.5    7700  0
10.5    7800  0
10.5    7900  0
10.5    8000  0
10.5    8100  0
10.5    8200  0
10.5    8300  0
10.5    8400  0
10.5    8500  0
10.5    8600  0
10.5    8700  0
10.5    8800  0
10.5    8900  0
10.5    9000  0
10.5    9100  0
10.5    9200  0
10.5    9300  0
10.5    9400  0
10.5    9500  0
10.5    9600  0
10.5    9700  0
10.5    9800  0
10.5    9900  0
11    1000  1
11    1100  0.999667
11    1200  0.900333
11    1300  0.435667
11    1400  0.156
11    1500  0.0816667
11    1600  0.0393333
11    1700  0.0176667
11    1800  0.00366667
11    1900  0.000333333
11    2000  0
11    2100  0
11    2200  0.000666667
11    2300  0.000333333
11    2400  0
11    2500  0
11    2600  0
11    2700  0
11    2800  0
11    2900  0
11    3000  0
11    3100  0
11    3200  0
11    3300  0
11    3400  0
11    3500  0
11    3600  0
11    3700  0
11    3800  0
11    3900  0
11    4000  0
11    4100  0
11    4200  0
11    4300  0
11    4400  0
11    4500  0
11    4600  0
11    4700  0
11    4800  0
11    4900  0
11    5000  0
11    5100  0
11    5200  0
11    5300  0
11    5400  0
11    5500  0
11    5600  0
11    5700  0
11    5800  0
11    5900  0
11    6000  0
11    6100  0
11    6200  0
11    6300  0
11    6400  0
11    6500  0
11    6600  0
11    6700  0
11    6800  0
11    6900  0
11    7000  0
11    7100  0
11    7200  0
11    7300  0
11    7400  0
11    7500  0
11    7600  0
11    7700  0
11    7800  0
11    7900  0
11    8000  0
11    8100  0
